amount.sum,amount_type.code,demarcation.code,financial_year_end.year
159185249.0,ADJB,EC444,2023
586115098.0,AUDA,EC444,2023
211553829.0,ADJB,EC444,2024
657114197.0,AUDA,EC444,2024
9987154465.0,ADJB,EKU,2020
10597040785.0,AUDA,EKU,2020
9810739127.0,ADJB,EKU,2021
9903343233.0,AUDA,EKU,2021
8156165574.0,ADJB,EKU,2022
8141622881.0,AUDA,EKU,2022
8792969425.0,ADJB,EKU,2023
8461395815.0,AUDA,EKU,2023
8632149601.0,ADJB,EKU,2024
9066514701.0,AUDA,EKU,2024
11683353591.0,ADJB,ETH,2020
10310549280.0,AUDA,ETH,2020
11252752896.0,ADJB,ETH,2021
9585761335.0,AUDA,ETH,2021
11287037201.0,ADJB,ETH,2022
10107965106.0,AUDA,ETH,2022
12583327914.0,ADJB,ETH,2023
11042581918.0,AUDA,ETH,2023
15129192834.0,ADJB,ETH,2024
14072219352.0,AUDA,ETH,2024
88662095.0,ADJB,FS161,2020
1516103459.0,AUDA,FS161,2020
178735628.0,ADJB,FS161,2021
1434766926.0,AUDA,FS161,2021
101732268.0,ADJB,FS161,2022
1448534142.0,AUDA,FS161,2022
114440608.0,ADJB,FS161,2023
1547231999.0,AUDA,FS161,2023
98964058.0,ADJB,FS161,2024
1471163571.0,AUDA,FS161,2024
95869001.0,ADJB,FS162,2020
126293870.0,ADJB,FS162,2021
108567000.0,ADJB,FS162,2022
86785000.0,ADJB,FS162,2023
105594100.0,ADJB,FS162,2024
61978215.0,AUDA,FS162,2024
109128666.0,ADJB,FS163,2020
60732591.0,AUDA,FS163,2020
121375274.0,ADJB,FS163,2021
164999236.0,AUDA,FS163,2021
106050207.0,ADJB,FS163,2022
61831087.0,AUDA,FS163,2022
71213093.0,ADJB,FS163,2023
77548724.0,ADJB,FS163,2024
52471929.0,AUDA,FS163,2024
795903946.0,ADJB,FS181,2020
62450003.0,ADJB,FS181,2021
61681049.0,ADJB,FS181,2022
71798963.0,ADJB,FS181,2023
1359576603.0,AUDA,FS181,2023
149026916.0,ADJB,FS181,2024
223716951.0,ADJB,FS182,2020
96938001.0,ADJB,FS182,2021
145321050.0,ADJB,FS182,2022
107850140.0,AUDA,FS182,2022
127235215.0,ADJB,FS182,2023
138836764.0,AUDA,FS182,2023
320835765.0,ADJB,FS182,2024
205573524.0,AUDA,FS182,2024
29937820.0,ADJB,FS183,2020
48790707.0,AUDA,FS183,2020
64659751.0,ADJB,FS183,2021
70240971.0,AUDA,FS183,2021
65320226.0,ADJB,FS183,2022
44941790.0,AUDA,FS183,2022
81055610.0,ADJB,FS183,2023
107156237.0,AUDA,FS183,2023
82028341.0,ADJB,FS183,2024
44770915.0,AUDA,FS183,2024
359952812.0,ADJB,FS184,2020
387654902.0,AUDA,FS184,2020
355483306.0,ADJB,FS184,2021
354972337.0,AUDA,FS184,2021
260575413.0,ADJB,FS184,2022
387697971.0,AUDA,FS184,2022
667400534.0,ADJB,FS184,2023
544672844.0,AUDA,FS184,2023
769160782.0,ADJB,FS184,2024
427870843.0,AUDA,FS184,2024
322344385.0,ADJB,FS185,2020
59937669.0,AUDA,FS185,2020
349217441.0,ADJB,FS185,2021
-9410719.0,AUDA,FS185,2021
327049579.0,ADJB,FS185,2022
315608206.0,ADJB,FS185,2024
307006710.0,ADJB,FS191,2020
284708707.0,AUDA,FS191,2020
332470092.0,ADJB,FS191,2021
619977216.0,AUDA,FS191,2021
340902382.0,ADJB,FS191,2022
592542663.0,AUDA,FS191,2022
355944136.0,ADJB,FS191,2023
542216096.0,AUDA,FS191,2023
394404829.0,ADJB,FS191,2024
498737689.0,AUDA,FS191,2024
171382534.0,ADJB,FS192,2020
176089312.0,AUDA,FS192,2020
205676585.0,ADJB,FS192,2021
164924682.0,AUDA,FS192,2021
213312393.0,ADJB,FS192,2022
179464826.0,AUDA,FS192,2022
230424430.0,ADJB,FS192,2023
213410365.0,AUDA,FS192,2023
253951795.0,ADJB,FS192,2024
180100751.0,AUDA,FS192,2024
162760861.0,ADJB,FS193,2020
135088368.0,ADJB,FS193,2021
128810551.0,ADJB,FS193,2022
116542774.0,AUDA,FS193,2022
185544124.0,ADJB,FS193,2023
189840168.0,AUDA,FS193,2023
280586185.0,ADJB,FS193,2024
190910351.0,AUDA,FS193,2024
515823779.0,ADJB,FS194,2020
363820953.0,AUDA,FS194,2020
612267447.0,ADJB,FS194,2021
668884953.0,ADJB,FS194,2022
518796723.0,AUDA,FS194,2022
633648571.0,ADJB,FS194,2023
232280551.0,AUDA,FS194,2023
709222948.0,ADJB,FS194,2024
728165206.0,AUDA,FS194,2024
41293580.0,ADJB,FS195,2020
52240467.0,AUDA,FS195,2020
105248913.0,ADJB,FS195,2021
85052759.0,AUDA,FS195,2021
78377468.0,ADJB,FS195,2022
71005951.0,AUDA,FS195,2022
75014905.0,ADJB,FS195,2023
77005305.0,AUDA,FS195,2023
85975776.0,ADJB,FS195,2024
58502136.0,AUDA,FS195,2024
43865188.0,ADJB,FS196,2020
64024542.0,ADJB,FS196,2021
51659778.0,ADJB,FS196,2022
144380320.0,ADJB,FS196,2023
62382148.0,AUDA,FS196,2023
91921233.0,ADJB,FS196,2024
127449485.0,ADJB,FS201,2020
179462068.0,AUDA,FS201,2020
189442483.0,ADJB,FS201,2021
184849048.0,AUDA,FS201,2021
176239839.0,ADJB,FS201,2022
209782684.0,AUDA,FS201,2022
219082836.0,ADJB,FS201,2023
235955824.0,AUDA,FS201,2023
242463917.0,ADJB,FS201,2024
211813541.0,AUDA,FS201,2024
158404380.0,ADJB,FS203,2020
203367092.0,AUDA,FS203,2020
201362071.0,ADJB,FS203,2021
126233512.0,AUDA,FS203,2021
226303638.0,ADJB,FS203,2022
224511062.0,AUDA,FS203,2022
232280470.0,ADJB,FS203,2023
248933104.0,AUDA,FS203,2023
233627471.0,ADJB,FS203,2024
225400622.0,AUDA,FS203,2024
372960633.0,ADJB,FS204,2020
146888629.0,AUDA,FS204,2020
319476140.0,ADJB,FS204,2021
193698819.0,AUDA,FS204,2021
386180812.0,ADJB,FS204,2022
283116167.0,AUDA,FS204,2022
374705725.0,ADJB,FS204,2023
267593076.0,AUDA,FS204,2023
311721100.0,ADJB,FS204,2024
212617541.0,AUDA,FS204,2024
62831556.0,ADJB,FS205,2020
66744427.0,AUDA,FS205,2020
112280345.0,ADJB,FS205,2021
130412022.0,ADJB,FS205,2022
84345638.0,AUDA,FS205,2022
101591604.0,ADJB,FS205,2023
100718185.0,ADJB,FS205,2024
958478405.0,ADJB,GT421,2020
696679604.0,AUDA,GT421,2020
1184014315.0,ADJB,GT421,2021
2587482226.0,AUDA,GT421,2021
1153321152.0,ADJB,GT421,2022
1483972405.0,AUDA,GT421,2022
1504511529.0,ADJB,GT421,2023
1531564806.0,AUDA,GT421,2023
1586448261.0,ADJB,GT421,2024
1672157851.0,AUDA,GT421,2024
396713100.0,ADJB,GT422,2020
359632594.0,AUDA,GT422,2020
522663884.0,ADJB,GT422,2021
473044561.0,AUDA,GT422,2021
462549086.0,ADJB,GT422,2022
426458628.0,AUDA,GT422,2022
491161185.0,ADJB,GT422,2023
431227043.0,AUDA,GT422,2023
578161107.0,ADJB,GT422,2024
538922544.0,AUDA,GT422,2024
128822343.0,ADJB,GT423,2020
81075032.0,AUDA,GT423,2020
198493184.0,ADJB,GT423,2021
142652483.0,AUDA,GT423,2021
218559568.0,ADJB,GT423,2022
175237470.0,AUDA,GT423,2022
196690244.0,ADJB,GT423,2023
165542040.0,AUDA,GT423,2023
179036294.0,ADJB,GT423,2024
210843005.0,AUDA,GT423,2024
1078264981.0,ADJB,GT481,2020
851218476.0,AUDA,GT481,2020
1018205013.0,ADJB,GT481,2021
979304665.0,AUDA,GT481,2021
953822791.0,ADJB,GT481,2022
330907287.0,AUDA,GT481,2022
671851908.0,ADJB,GT481,2023
652702121.0,AUDA,GT481,2023
1044988895.0,ADJB,GT481,2024
746447710.0,AUDA,GT481,2024
313544437.0,ADJB,GT484,2020
149469966.0,AUDA,GT484,2020
319381315.0,ADJB,GT484,2021
106113395.0,AUDA,GT484,2021
686744517.0,ADJB,GT484,2022
65474984.0,AUDA,GT484,2022
764471113.0,ADJB,GT484,2023
440782796.0,AUDA,GT484,2023
389665112.0,ADJB,GT484,2024
371418764.0,AUDA,GT484,2024
462139282.0,ADJB,GT485,2020
422334981.0,AUDA,GT485,2020
525447017.0,ADJB,GT485,2021
439032964.0,AUDA,GT485,2021
533467651.0,ADJB,GT485,2022
904126198.0,AUDA,GT485,2022
712264422.0,ADJB,GT485,2023
679421407.0,AUDA,GT485,2023
704230744.0,ADJB,GT485,2024
1548024551.0,AUDA,GT485,2024
11557478664.0,ADJB,JHB,2020
10650782908.0,AUDA,JHB,2020
14099740922.0,ADJB,JHB,2021
11658686415.0,AUDA,JHB,2021
13881241951.0,ADJB,JHB,2022
11895413458.0,AUDA,JHB,2022
14124906958.0,ADJB,JHB,2023
11895413458.0,AUDA,JHB,2023
15105950082.0,ADJB,JHB,2024
6396356948.0,AUDA,JHB,2024
105387639.0,ADJB,KZN212,2020
111836137.0,AUDA,KZN212,2020
142857679.0,ADJB,KZN212,2021
110468778.0,AUDA,KZN212,2021
115318060.0,ADJB,KZN212,2022
102400373.0,AUDA,KZN212,2022
175050141.0,ADJB,KZN212,2023
156352001.0,AUDA,KZN212,2023
167082237.0,ADJB,KZN212,2024
144628025.0,AUDA,KZN212,2024
168005547.0,ADJB,KZN213,2020
537058657.0,AUDA,KZN213,2020
224225850.0,ADJB,KZN213,2021
615739231.0,AUDA,KZN213,2021
154375003.0,ADJB,KZN213,2022
690016251.0,AUDA,KZN213,2022
168434324.0,ADJB,KZN213,2023
690627982.0,AUDA,KZN213,2023
131065913.0,ADJB,KZN213,2024
716164430.0,AUDA,KZN213,2024
100668274.0,ADJB,KZN214,2020
86766246.0,AUDA,KZN214,2020
89870167.0,ADJB,KZN214,2021
84059253.0,AUDA,KZN214,2021
76774921.0,ADJB,KZN214,2022
90058958.0,AUDA,KZN214,2022
95438940.0,ADJB,KZN214,2023
80202528.0,AUDA,KZN214,2023
94558026.0,ADJB,KZN214,2024
82653035.0,AUDA,KZN214,2024
217455970.0,ADJB,KZN216,2020
242472096.0,AUDA,KZN216,2020
261630417.0,ADJB,KZN216,2021
261627737.0,AUDA,KZN216,2021
326814013.0,ADJB,KZN216,2022
320489351.0,AUDA,KZN216,2022
382136217.0,ADJB,KZN216,2023
357400075.0,AUDA,KZN216,2023
468854175.0,ADJB,KZN216,2024
461870943.0,AUDA,KZN216,2024
58259000.0,ADJB,KZN221,2020
376808883.0,AUDA,KZN221,2020
65526500.0,ADJB,KZN221,2021
414180847.0,AUDA,KZN221,2021
71367000.0,ADJB,KZN221,2022
608065525.0,AUDA,KZN221,2022
108572069.0,ADJB,KZN221,2023
112525567.0,AUDA,KZN221,2023
101506894.0,ADJB,KZN221,2024
159609221.0,AUDA,KZN221,2024
76488074.0,ADJB,KZN222,2020
-3975048.0,AUDA,KZN222,2020
108429421.0,ADJB,KZN222,2021
98754314.0,AUDA,KZN222,2021
111466399.0,ADJB,KZN222,2022
122827054.0,AUDA,KZN222,2022
148444338.0,ADJB,KZN222,2023
132553490.0,AUDA,KZN222,2023
189380337.0,ADJB,KZN222,2024
118708860.0,AUDA,KZN222,2024
36613833.0,ADJB,KZN223,2020
32066463.0,AUDA,KZN223,2020
24459950.0,ADJB,KZN223,2021
208838234.0,AUDA,KZN223,2021
35680258.0,ADJB,KZN223,2022
35602265.0,AUDA,KZN223,2022
51798080.0,ADJB,KZN223,2023
65731958.0,AUDA,KZN223,2023
88113505.0,ADJB,KZN223,2024
60442669.0,AUDA,KZN223,2024
23093887.0,ADJB,KZN224,2020
38417116.0,AUDA,KZN224,2020
22381472.0,ADJB,KZN224,2021
40798443.0,AUDA,KZN224,2021
30949842.0,ADJB,KZN224,2022
44456544.0,AUDA,KZN224,2022
28523851.0,ADJB,KZN224,2023
53891272.0,AUDA,KZN224,2023
72955164.0,ADJB,KZN224,2024
56306182.0,AUDA,KZN224,2024
7302436464.0,AUDA,KZN225,2020
1459853449.0,ADJB,KZN225,2021
8833679205.0,AUDA,KZN225,2021
1614755213.0,ADJB,KZN225,2022
5286139710.0,AUDA,KZN225,2022
1000576789.0,ADJB,KZN225,2023
889966245.0,AUDA,KZN225,2023
1781953972.0,ADJB,KZN225,2024
1241147297.0,AUDA,KZN225,2024
47648581.0,ADJB,KZN226,2020
236764911.0,AUDA,KZN226,2020
86326347.0,ADJB,KZN226,2021
289585731.0,AUDA,KZN226,2021
124778758.0,ADJB,KZN226,2022
341094896.0,AUDA,KZN226,2022
66885701.0,ADJB,KZN226,2023
374959222.0,AUDA,KZN226,2023
59996674.0,ADJB,KZN226,2024
400079052.0,AUDA,KZN226,2024
64587637.0,ADJB,KZN227,2020
52353666.0,AUDA,KZN227,2020
62986330.0,ADJB,KZN227,2021
108677313.0,AUDA,KZN227,2021
68499568.0,ADJB,KZN227,2022
62072267.0,AUDA,KZN227,2022
67963055.0,ADJB,KZN227,2023
82185776.0,AUDA,KZN227,2023
59959875.0,ADJB,KZN227,2024
51686758.0,AUDA,KZN227,2024
69176629.0,ADJB,KZN235,2020
484468890.0,AUDA,KZN235,2020
94870155.0,ADJB,KZN235,2021
88948751.0,AUDA,KZN235,2021
82225620.0,ADJB,KZN235,2022
123465388.0,AUDA,KZN235,2022
116441116.0,ADJB,KZN235,2023
154556457.0,AUDA,KZN235,2023
101517608.0,ADJB,KZN235,2024
117018280.0,AUDA,KZN235,2024
115492827.0,ADJB,KZN237,2020
202885295.0,AUDA,KZN237,2020
195833430.0,ADJB,KZN237,2021
278992914.0,AUDA,KZN237,2021
96371630.0,ADJB,KZN237,2022
331632719.0,AUDA,KZN237,2022
337298542.0,ADJB,KZN237,2023
320062873.0,AUDA,KZN237,2023
250623537.0,ADJB,KZN237,2024
234510320.0,AUDA,KZN237,2024
342194046.0,ADJB,KZN238,2020
225815266.0,AUDA,KZN238,2020
319396641.0,ADJB,KZN238,2021
247141868.0,AUDA,KZN238,2021
342888449.0,ADJB,KZN238,2022
268393805.0,AUDA,KZN238,2022
400227606.0,ADJB,KZN238,2023
284970569.0,AUDA,KZN238,2023
378493830.0,ADJB,KZN238,2024
295512899.0,AUDA,KZN238,2024
38940926.0,ADJB,KZN241,2020
35211358.0,AUDA,KZN241,2020
49074741.0,ADJB,KZN241,2021
54098143.0,AUDA,KZN241,2021
43487910.0,ADJB,KZN241,2022
63788661.0,AUDA,KZN241,2022
44991978.0,ADJB,KZN241,2023
93729521.0,AUDA,KZN241,2023
57790497.0,ADJB,KZN241,2024
51755218.0,AUDA,KZN241,2024
121245215.0,ADJB,KZN242,2020
96058448.0,AUDA,KZN242,2020
205526778.0,ADJB,KZN242,2021
183166163.0,AUDA,KZN242,2021
186222965.0,ADJB,KZN242,2022
165691057.0,AUDA,KZN242,2022
121038797.0,ADJB,KZN242,2023
-3582230.0,AUDA,KZN242,2023
163061574.0,ADJB,KZN242,2024
40466552.0,AUDA,KZN242,2024
89931245.0,ADJB,KZN244,2020
90744806.0,AUDA,KZN244,2020
107616477.0,ADJB,KZN244,2021
-168130507.0,AUDA,KZN244,2021
103759486.0,ADJB,KZN244,2022
-118933700.0,AUDA,KZN244,2022
114055056.0,ADJB,KZN244,2023
122326057.0,AUDA,KZN244,2023
149514168.0,ADJB,KZN244,2024
165592135.0,AUDA,KZN244,2024
62911486.0,ADJB,KZN245,2020
834407911.0,AUDA,KZN245,2020
102056806.0,ADJB,KZN245,2021
888843434.0,AUDA,KZN245,2021
94588042.0,ADJB,KZN245,2022
955838830.0,AUDA,KZN245,2022
87380151.0,ADJB,KZN245,2023
998745276.0,AUDA,KZN245,2023
84978909.0,ADJB,KZN245,2024
1047650355.0,AUDA,KZN245,2024
1503915485.0,ADJB,KZN252,2020
358224613.0,AUDA,KZN252,2020
549004418.0,ADJB,KZN252,2021
411333213.0,AUDA,KZN252,2021
661303273.0,ADJB,KZN252,2022
647847779.0,AUDA,KZN252,2022
625018459.0,ADJB,KZN252,2023
806845394.0,AUDA,KZN252,2023
674721524.0,ADJB,KZN252,2024
786081038.0,AUDA,KZN252,2024
27801953.0,ADJB,KZN253,2020
173879703.0,AUDA,KZN253,2020
24171043.0,ADJB,KZN253,2021
160887142.0,AUDA,KZN253,2021
28682322.0,ADJB,KZN253,2022
187297990.0,AUDA,KZN253,2022
38843068.0,ADJB,KZN253,2023
128275495.0,AUDA,KZN253,2023
71980320.0,ADJB,KZN253,2024
20409104.0,AUDA,KZN253,2024
120757884.0,ADJB,KZN254,2020
114471837.0,AUDA,KZN254,2020
130913564.0,ADJB,KZN254,2021
125580451.0,AUDA,KZN254,2021
118723890.0,ADJB,KZN254,2022
100766866.0,AUDA,KZN254,2022
130645272.0,ADJB,KZN254,2023
115998011.0,AUDA,KZN254,2023
113656152.0,ADJB,KZN254,2024
80902230.0,AUDA,KZN254,2024
167675950.0,ADJB,KZN261,2020
317401140.0,AUDA,KZN261,2020
49590000.0,ADJB,KZN261,2021
330918604.0,AUDA,KZN261,2021
76808650.0,ADJB,KZN261,2022
405701464.0,AUDA,KZN261,2022
58175351.0,ADJB,KZN261,2023
457520888.0,AUDA,KZN261,2023
133321133.0,ADJB,KZN261,2024
495260256.0,AUDA,KZN261,2024
34396276.0,AUDA,KZN262,2020
98435084.0,ADJB,KZN262,2021
86802902.0,AUDA,KZN262,2021
74563420.0,ADJB,KZN262,2022
126074008.0,AUDA,KZN262,2022
76041593.0,ADJB,KZN262,2023
67071435.0,AUDA,KZN262,2023
67178095.0,ADJB,KZN262,2024
102306845.0,AUDA,KZN262,2024
123444495.0,ADJB,KZN263,2020
121007731.0,AUDA,KZN263,2020
117920707.0,ADJB,KZN263,2021
157774099.0,AUDA,KZN263,2021
141019321.0,ADJB,KZN263,2022
194624153.0,AUDA,KZN263,2022
120240592.0,ADJB,KZN263,2023
243990367.0,AUDA,KZN263,2023
162739690.0,ADJB,KZN263,2024
325507397.0,AUDA,KZN263,2024
64800233.0,ADJB,KZN265,2020
509142342.0,AUDA,KZN265,2020
71197628.0,ADJB,KZN265,2021
556556694.0,AUDA,KZN265,2021
67927406.0,ADJB,KZN265,2022
561008436.0,AUDA,KZN265,2022
73100399.0,ADJB,KZN265,2023
626249843.0,AUDA,KZN265,2023
81943307.0,ADJB,KZN265,2024
661956697.0,AUDA,KZN265,2024
99106873.0,ADJB,KZN266,2020
84311788.0,AUDA,KZN266,2020
107121503.0,ADJB,KZN266,2021
107324121.0,AUDA,KZN266,2021
95656777.0,ADJB,KZN266,2022
123919099.0,AUDA,KZN266,2022
98087596.0,ADJB,KZN266,2023
239205821.0,AUDA,KZN266,2023
126857326.0,ADJB,KZN266,2024
266489353.0,AUDA,KZN266,2024
73580530.0,ADJB,KZN271,2020
391936061.0,AUDA,KZN271,2020
104064737.0,ADJB,KZN271,2021
156677747.0,AUDA,KZN271,2021
88138313.0,ADJB,KZN271,2022
178949792.0,AUDA,KZN271,2022
92518044.0,ADJB,KZN271,2023
237295249.0,AUDA,KZN271,2023
108678380.0,ADJB,KZN271,2024
197980532.0,AUDA,KZN271,2024
65206160.0,ADJB,KZN272,2020
119804718.0,AUDA,KZN272,2020
79399019.0,ADJB,KZN272,2021
248411823.0,AUDA,KZN272,2021
90719280.0,ADJB,KZN272,2022
160601991.0,AUDA,KZN272,2022
93391344.0,ADJB,KZN272,2023
252181624.0,AUDA,KZN272,2023
100412848.0,ADJB,KZN272,2024
305869669.0,AUDA,KZN272,2024
96878632.0,ADJB,KZN275,2020
731762187.0,AUDA,KZN275,2020
95036156.0,ADJB,KZN275,2021
764713655.0,AUDA,KZN275,2021
98986449.0,ADJB,KZN275,2022
803765827.0,AUDA,KZN275,2022
93545599.0,ADJB,KZN275,2023
857736154.0,AUDA,KZN275,2023
82504965.0,ADJB,KZN275,2024
941559934.0,AUDA,KZN275,2024
56586999.0,ADJB,KZN276,2020
366026493.0,AUDA,KZN276,2020
64277350.0,ADJB,KZN276,2021
397449223.0,AUDA,KZN276,2021
58521178.0,ADJB,KZN276,2022
404993086.0,AUDA,KZN276,2022
55971015.0,ADJB,KZN276,2023
429182492.0,AUDA,KZN276,2023
68941169.0,ADJB,KZN276,2024
486489585.0,AUDA,KZN276,2024
52504992.0,ADJB,KZN281,2020
430809470.0,AUDA,KZN281,2020
86203379.0,ADJB,KZN281,2021
487364497.0,AUDA,KZN281,2021
85337610.0,ADJB,KZN281,2022
542764346.0,AUDA,KZN281,2022
71362496.0,ADJB,KZN281,2023
590097124.0,AUDA,KZN281,2023
76032903.0,ADJB,KZN281,2024
641202683.0,AUDA,KZN281,2024
1245113300.0,ADJB,KZN282,2020
893214040.0,AUDA,KZN282,2020
1399835914.0,ADJB,KZN282,2021
1161711217.0,AUDA,KZN282,2021
1986343316.0,ADJB,KZN282,2022
1453944982.0,AUDA,KZN282,2022
2243648036.0,ADJB,KZN282,2023
1807541734.0,AUDA,KZN282,2023
1616778700.0,ADJB,KZN282,2024
1435060366.0,AUDA,KZN282,2024
309323037.0,ADJB,KZN284,2020
102614846.0,AUDA,KZN284,2020
168890790.0,ADJB,KZN284,2021
167132697.0,AUDA,KZN284,2021
173822470.0,ADJB,KZN284,2022
168680072.0,AUDA,KZN284,2022
164808970.0,ADJB,KZN284,2023
161457907.0,AUDA,KZN284,2023
208199680.0,ADJB,KZN284,2024
270694039.0,AUDA,KZN284,2024
55333689.0,ADJB,KZN285,2020
496114341.0,AUDA,KZN285,2020
75001987.0,ADJB,KZN285,2021
215972950.0,AUDA,KZN285,2021
83010249.0,ADJB,KZN285,2022
265301425.0,AUDA,KZN285,2022
83041534.0,ADJB,KZN285,2023
246994405.0,AUDA,KZN285,2023
55755060.0,ADJB,KZN285,2024
262632697.0,AUDA,KZN285,2024
87008223.0,ADJB,KZN286,2020
443842902.0,AUDA,KZN286,2020
71990075.0,ADJB,KZN286,2021
480350910.0,AUDA,KZN286,2021
77331375.0,ADJB,KZN286,2022
502425527.0,AUDA,KZN286,2022
65958067.0,ADJB,KZN286,2023
537252547.0,AUDA,KZN286,2023
53962911.0,ADJB,KZN286,2024
607303752.0,AUDA,KZN286,2024
94512825.0,ADJB,KZN291,2020
292477891.0,AUDA,KZN291,2020
142515315.0,ADJB,KZN291,2021
323268663.0,AUDA,KZN291,2021
138841470.0,ADJB,KZN291,2022
352913803.0,AUDA,KZN291,2022
142110638.0,ADJB,KZN291,2023
424923582.0,AUDA,KZN291,2023
200013048.0,ADJB,KZN291,2024
588836182.0,AUDA,KZN291,2024
406345933.0,ADJB,KZN292,2020
167825970.0,AUDA,KZN292,2020
380770845.0,ADJB,KZN292,2021
303290638.0,AUDA,KZN292,2021
474817160.0,ADJB,KZN292,2022
374082842.0,AUDA,KZN292,2022
1210314530.0,ADJB,KZN292,2023
888893748.0,AUDA,KZN292,2023
1362480330.0,ADJB,KZN292,2024
966999729.0,AUDA,KZN292,2024
93618611.0,ADJB,KZN293,2020
116195580.0,AUDA,KZN293,2020
133651215.0,ADJB,KZN293,2021
128063148.0,AUDA,KZN293,2021
121395875.0,ADJB,KZN293,2022
187273467.0,AUDA,KZN293,2022
112460562.0,ADJB,KZN293,2023
284089251.0,AUDA,KZN293,2023
139851816.0,ADJB,KZN293,2024
375680055.0,AUDA,KZN293,2024
73823474.0,ADJB,KZN294,2020
51156826.0,AUDA,KZN294,2020
79959542.0,ADJB,KZN294,2021
53876527.0,AUDA,KZN294,2021
65687373.0,ADJB,KZN294,2022
142470808.0,AUDA,KZN294,2022
56036463.0,ADJB,KZN294,2023
174365547.0,AUDA,KZN294,2023
60284315.0,ADJB,KZN294,2024
213481281.0,AUDA,KZN294,2024
175865002.0,ADJB,KZN433,2020
147957943.0,AUDA,KZN433,2020
212481954.0,ADJB,KZN433,2021
178479191.0,AUDA,KZN433,2021
189387662.0,ADJB,KZN433,2022
142795490.0,AUDA,KZN433,2022
193085324.0,ADJB,KZN433,2023
204167169.0,AUDA,KZN433,2023
186757154.0,ADJB,KZN433,2024
164757387.0,AUDA,KZN433,2024
99793331.0,ADJB,KZN434,2020
84188169.0,AUDA,KZN434,2020
97848284.0,ADJB,KZN434,2021
132377185.0,AUDA,KZN434,2021
90499742.0,ADJB,KZN434,2022
177280451.0,AUDA,KZN434,2022
89704090.0,ADJB,KZN434,2023
225871658.0,AUDA,KZN434,2023
105237121.0,ADJB,KZN434,2024
288035702.0,AUDA,KZN434,2024
177629709.0,ADJB,KZN435,2020
98423650.0,AUDA,KZN435,2020
191349173.0,ADJB,KZN435,2021
154228374.0,AUDA,KZN435,2021
193005977.0,ADJB,KZN435,2022
127658974.0,AUDA,KZN435,2022
215523150.0,ADJB,KZN435,2023
216215589.0,AUDA,KZN435,2023
158970873.0,ADJB,KZN435,2024
247045385.0,AUDA,KZN435,2024
125944859.0,ADJB,KZN436,2020
109278418.0,AUDA,KZN436,2020
166157789.0,ADJB,KZN436,2021
114647450.0,AUDA,KZN436,2021
150411775.0,ADJB,KZN436,2022
134570987.0,AUDA,KZN436,2022
167236728.0,ADJB,KZN436,2023
143461751.0,AUDA,KZN436,2023
152249010.0,ADJB,KZN436,2024
140148655.0,AUDA,KZN436,2024
203292175.0,ADJB,LIM331,2020
1434963591.0,AUDA,LIM331,2020
256741746.0,ADJB,LIM331,2021
1581367818.0,AUDA,LIM331,2021
257498521.0,ADJB,LIM331,2022
1732924116.0,AUDA,LIM331,2022
308938007.0,ADJB,LIM331,2023
1883812740.0,AUDA,LIM331,2023
374250266.0,ADJB,LIM331,2024
2064017564.0,AUDA,LIM331,2024
118673682.0,ADJB,LIM332,2020
135164081.0,AUDA,LIM332,2020
202864097.0,ADJB,LIM332,2021
165446968.0,AUDA,LIM332,2021
168829377.0,ADJB,LIM332,2022
162545408.0,AUDA,LIM332,2022
155067726.0,ADJB,LIM332,2023
187479547.0,AUDA,LIM332,2023
158301527.0,ADJB,LIM332,2024
162428520.0,AUDA,LIM332,2024
321700581.0,ADJB,LIM333,2020
324745985.0,AUDA,LIM333,2020
355900335.0,ADJB,LIM333,2021
288802283.0,AUDA,LIM333,2021
409558527.0,ADJB,LIM333,2022
502904737.0,AUDA,LIM333,2022
448800507.0,ADJB,LIM333,2023
495447208.0,AUDA,LIM333,2023
431321653.0,ADJB,LIM333,2024
553151861.0,AUDA,LIM333,2024
147512605.0,ADJB,LIM334,2020
157879455.0,ADJB,LIM334,2021
45662198.0,AUDA,LIM334,2021
160899317.0,ADJB,LIM334,2022
186988830.0,AUDA,LIM334,2022
149647347.0,ADJB,LIM334,2023
152752853.0,AUDA,LIM334,2023
169496254.0,ADJB,LIM334,2024
237599797.0,AUDA,LIM334,2024
151261940.0,ADJB,LIM335,2020
202908345.0,ADJB,LIM335,2021
154227595.0,AUDA,LIM335,2021
218192441.0,ADJB,LIM335,2022
298334590.0,AUDA,LIM335,2022
187531494.0,ADJB,LIM335,2023
299390599.0,AUDA,LIM335,2023
265866470.0,ADJB,LIM335,2024
241841667.0,AUDA,LIM335,2024
53117501.0,ADJB,LIM341,2020
52857543.0,AUDA,LIM341,2020
85675384.0,ADJB,LIM341,2021
88981746.0,AUDA,LIM341,2021
81040704.0,ADJB,LIM341,2022
64717692.0,AUDA,LIM341,2022
102506832.0,ADJB,LIM341,2023
97405245.0,AUDA,LIM341,2023
145157437.0,ADJB,LIM341,2024
98882697.0,AUDA,LIM341,2024
238487010.0,ADJB,LIM343,2020
218765180.0,AUDA,LIM343,2020
285235389.0,ADJB,LIM343,2021
201848288.0,AUDA,LIM343,2021
307529306.0,ADJB,LIM343,2022
259024347.0,AUDA,LIM343,2022
554266428.0,ADJB,LIM343,2023
397103771.0,AUDA,LIM343,2023
533878682.0,ADJB,LIM343,2024
