amount.sum,amount_type.code,demarcation.code,financial_year_end.year
504280399.0,AUDA,LIM343,2024
337405434.0,ADJB,LIM344,2020
237103025.0,AUDA,LIM344,2020
448502399.0,ADJB,LIM344,2021
297778324.0,AUDA,LIM344,2021
532415125.0,ADJB,LIM344,2022
482006169.0,AUDA,LIM344,2022
612321535.0,ADJB,LIM344,2023
465338026.0,AUDA,LIM344,2023
677230708.0,ADJB,LIM344,2024
434381335.0,AUDA,LIM344,2024
311638388.0,ADJB,LIM345,2020
243277537.0,AUDA,LIM345,2020
411826672.0,ADJB,LIM345,2021
350865757.0,AUDA,LIM345,2021
458776755.0,ADJB,LIM345,2022
416239038.0,AUDA,LIM345,2022
404487667.0,ADJB,LIM345,2023
431507159.0,AUDA,LIM345,2023
408769586.0,ADJB,LIM345,2024
423017005.0,AUDA,LIM345,2024
110452159.0,ADJB,LIM351,2020
41366432.0,AUDA,LIM351,2020
130410959.0,ADJB,LIM351,2021
105060671.0,AUDA,LIM351,2021
126078015.0,ADJB,LIM351,2022
55242289.0,AUDA,LIM351,2022
158874399.0,ADJB,LIM351,2023
137223241.0,AUDA,LIM351,2023
195892854.0,ADJB,LIM351,2024
128474957.0,AUDA,LIM351,2024
70600092.0,ADJB,LIM353,2020
60427720.0,AUDA,LIM353,2020
100253276.0,ADJB,LIM353,2021
80370365.0,AUDA,LIM353,2021
101165841.0,ADJB,LIM353,2022
83225197.0,AUDA,LIM353,2022
93216478.0,ADJB,LIM353,2023
84387738.0,AUDA,LIM353,2023
109562898.0,ADJB,LIM353,2024
98540848.0,AUDA,LIM353,2024
2470413319.0,ADJB,LIM354,2020
2057311784.0,AUDA,LIM354,2020
1950935426.0,ADJB,LIM354,2021
2411668197.0,AUDA,LIM354,2021
1989643884.0,ADJB,LIM354,2022
2327578984.0,AUDA,LIM354,2022
1685501072.0,ADJB,LIM354,2023
2106612616.0,AUDA,LIM354,2023
1881000753.0,ADJB,LIM354,2024
2747320644.0,AUDA,LIM354,2024
151218039.0,ADJB,LIM355,2020
214244828.0,ADJB,LIM355,2021
78636870.0,AUDA,LIM355,2021
231267227.0,ADJB,LIM355,2022
86971829.0,AUDA,LIM355,2022
290717612.0,ADJB,LIM355,2023
39109344.0,AUDA,LIM355,2023
343503720.0,ADJB,LIM355,2024
37175279.0,AUDA,LIM355,2024
157985472.0,ADJB,LIM361,2020
99146081.0,AUDA,LIM361,2020
156955964.0,ADJB,LIM361,2021
153227386.0,AUDA,LIM361,2021
182534643.0,ADJB,LIM361,2022
120527974.0,AUDA,LIM361,2022
151396703.0,ADJB,LIM361,2023
48586046.0,AUDA,LIM361,2023
164787275.0,ADJB,LIM361,2024
70547011.0,AUDA,LIM361,2024
247915002.0,ADJB,LIM362,2020
155995506.0,AUDA,LIM362,2020
332631149.0,ADJB,LIM362,2021
199904532.0,AUDA,LIM362,2021
302762469.0,ADJB,LIM362,2022
214947122.0,AUDA,LIM362,2022
362778346.0,ADJB,LIM362,2023
160442438.0,AUDA,LIM362,2023
413445834.0,ADJB,LIM362,2024
228155608.0,AUDA,LIM362,2024
127001661.0,ADJB,LIM366,2020
138855114.0,ADJB,LIM366,2021
126279856.0,AUDA,LIM366,2021
114973837.0,ADJB,LIM366,2022
95887938.0,AUDA,LIM366,2022
144269929.0,ADJB,LIM366,2023
123025286.0,AUDA,LIM366,2023
141824760.0,ADJB,LIM366,2024
160998695.0,AUDA,LIM366,2024
682603240.0,ADJB,LIM367,2020
471796752.0,AUDA,LIM367,2020
393840389.0,ADJB,LIM367,2021
355607992.0,AUDA,LIM367,2021
498001563.0,ADJB,LIM367,2022
291747807.0,AUDA,LIM367,2022
420109402.0,ADJB,LIM367,2023
396986280.0,AUDA,LIM367,2023
564978730.0,ADJB,LIM367,2024
635911157.0,AUDA,LIM367,2024
147401371.0,ADJB,LIM368,2020
166684159.0,AUDA,LIM368,2020
193210647.0,ADJB,LIM368,2021
104008542.0,AUDA,LIM368,2021
205398034.0,ADJB,LIM368,2022
72407806.0,AUDA,LIM368,2022
358455054.0,ADJB,LIM368,2023
304310348.0,ADJB,LIM368,2024
291409077.0,AUDA,LIM368,2024
112734054.0,ADJB,LIM471,2020
100029504.0,AUDA,LIM471,2020
158990534.0,ADJB,LIM471,2021
146628874.0,AUDA,LIM471,2021
159936201.0,ADJB,LIM471,2022
121797596.0,AUDA,LIM471,2022
158441789.0,ADJB,LIM471,2023
142144063.0,AUDA,LIM471,2023
163559224.0,ADJB,LIM471,2024
152865280.0,AUDA,LIM471,2024
177526039.0,ADJB,LIM472,2020
144774104.0,AUDA,LIM472,2020
166015645.0,ADJB,LIM472,2021
162227234.0,AUDA,LIM472,2021
181034160.0,ADJB,LIM472,2022
205495817.0,AUDA,LIM472,2022
204405457.0,ADJB,LIM472,2023
202849901.0,AUDA,LIM472,2023
188830929.0,ADJB,LIM472,2024
193659648.0,AUDA,LIM472,2024
120311421.0,ADJB,LIM473,2020
574700476.0,AUDA,LIM473,2020
235513295.0,ADJB,LIM473,2021
679929195.0,AUDA,LIM473,2021
246900061.0,ADJB,LIM473,2022
680078644.0,AUDA,LIM473,2022
282387336.0,ADJB,LIM473,2023
738969607.0,AUDA,LIM473,2023
284815644.0,ADJB,LIM473,2024
841010769.0,AUDA,LIM473,2024
306809432.0,ADJB,LIM476,2020
201687692.0,AUDA,LIM476,2020
395574421.0,ADJB,LIM476,2021
230133294.0,AUDA,LIM476,2021
417195506.0,ADJB,LIM476,2022
292046928.0,AUDA,LIM476,2022
482916410.0,ADJB,LIM476,2023
351375104.0,AUDA,LIM476,2023
594004509.0,ADJB,LIM476,2024
575657220.0,AUDA,LIM476,2024
1611849643.0,ADJB,MAN,2020
1920905231.0,AUDA,MAN,2020
1875532855.0,ADJB,MAN,2021
2300789992.0,AUDA,MAN,2021
2009310258.0,ADJB,MAN,2022
2369433677.0,AUDA,MAN,2022
2205713875.0,ADJB,MAN,2023
2105215381.0,AUDA,MAN,2023
1875069603.0,ADJB,MAN,2024
1994253297.0,AUDA,MAN,2024
433528589.0,ADJB,MP301,2020
292556880.0,AUDA,MP301,2020
433408222.0,ADJB,MP301,2021
454483872.0,AUDA,MP301,2021
837372551.0,ADJB,MP301,2022
558512033.0,AUDA,MP301,2022
454510815.0,ADJB,MP301,2023
427441576.0,AUDA,MP301,2023
625874804.0,ADJB,MP301,2024
544344666.0,AUDA,MP301,2024
291022632.0,ADJB,MP302,2020
151898056.0,AUDA,MP302,2020
338307118.0,ADJB,MP302,2021
152511037.0,AUDA,MP302,2021
400262746.0,ADJB,MP302,2022
164003452.0,AUDA,MP302,2022
457117969.0,ADJB,MP302,2023
171218921.0,AUDA,MP302,2023
387293356.0,ADJB,MP302,2024
304656588.0,AUDA,MP302,2024
305755904.0,ADJB,MP303,2020
378507771.0,AUDA,MP303,2020
331146647.0,ADJB,MP303,2021
269889586.0,ADJB,MP303,2022
311753300.0,AUDA,MP303,2022
220423907.0,ADJB,MP303,2023
240959308.0,AUDA,MP303,2023
245601683.0,ADJB,MP303,2024
266611076.0,AUDA,MP303,2024
123221135.0,ADJB,MP304,2020
122984920.0,AUDA,MP304,2020
139667391.0,ADJB,MP304,2021
109491062.0,AUDA,MP304,2021
174934411.0,ADJB,MP304,2022
129552412.0,AUDA,MP304,2022
152344510.0,ADJB,MP304,2023
245802454.0,AUDA,MP304,2023
139261438.0,ADJB,MP304,2024
126626295.0,AUDA,MP304,2024
128879550.0,AUDA,MP305,2020
211644217.0,ADJB,MP305,2021
154740751.0,AUDA,MP305,2021
184653903.0,ADJB,MP305,2022
129696992.0,AUDA,MP305,2022
198979488.0,ADJB,MP305,2023
159025590.0,AUDA,MP305,2023
217661815.0,ADJB,MP305,2024
240693172.0,AUDA,MP305,2024
164847200.0,ADJB,MP306,2020
164769397.0,AUDA,MP306,2020
108645072.0,ADJB,MP306,2021
128948120.0,AUDA,MP306,2021
77355312.0,ADJB,MP306,2022
92567925.0,AUDA,MP306,2022
71615001.0,ADJB,MP306,2023
162053446.0,AUDA,MP306,2023
75499116.0,ADJB,MP306,2024
202375296.0,AUDA,MP306,2024
383686982.0,ADJB,MP307,2020
516493662.0,AUDA,MP307,2020
585931043.0,ADJB,MP307,2021
455357961.0,AUDA,MP307,2021
556290578.0,ADJB,MP307,2022
464329739.0,AUDA,MP307,2022
517689168.0,ADJB,MP307,2023
415604652.0,AUDA,MP307,2023
553546585.0,ADJB,MP307,2024
557621778.0,AUDA,MP307,2024
80027108.0,ADJB,MP311,2020
132781025.0,AUDA,MP311,2020
107005944.0,ADJB,MP311,2021
98427551.0,AUDA,MP311,2021
95647039.0,ADJB,MP311,2022
67000133.0,AUDA,MP311,2022
161479101.0,ADJB,MP311,2023
166575893.0,AUDA,MP311,2023
135174388.0,ADJB,MP311,2024
180054638.0,AUDA,MP311,2024
900687308.0,ADJB,MP312,2020
489604331.0,AUDA,MP312,2020
672205883.0,ADJB,MP312,2021
606746815.0,AUDA,MP312,2021
674245863.0,ADJB,MP312,2022
552282711.0,AUDA,MP312,2022
773604138.0,ADJB,MP312,2023
767833221.0,AUDA,MP312,2023
938175806.0,ADJB,MP312,2024
781188790.0,ADJB,MP313,2020
754701708.0,AUDA,MP313,2020
990089600.0,ADJB,MP313,2021
990965285.0,AUDA,MP313,2021
932425905.0,ADJB,MP313,2022
906720849.0,AUDA,MP313,2022
1013116222.0,ADJB,MP313,2023
996236470.0,AUDA,MP313,2023
709284580.0,ADJB,MP313,2024
751785540.0,AUDA,MP313,2024
132512403.0,ADJB,MP314,2020
-71582915.0,AUDA,MP314,2020
163397992.0,ADJB,MP314,2021
166506850.0,AUDA,MP314,2021
155247316.0,ADJB,MP314,2022
24001168.0,AUDA,MP314,2022
126132586.0,ADJB,MP314,2023
195120228.0,AUDA,MP314,2023
148635062.0,ADJB,MP314,2024
177304030.0,AUDA,MP314,2024
307104052.0,ADJB,MP315,2020
220592927.0,AUDA,MP315,2020
345276649.0,ADJB,MP315,2021
-22643405.0,AUDA,MP315,2021
308621056.0,ADJB,MP315,2022
-57397642.0,AUDA,MP315,2022
342156359.0,ADJB,MP315,2023
160295967.0,AUDA,MP315,2023
421366266.0,ADJB,MP315,2024
157783346.0,AUDA,MP315,2024
209561039.0,ADJB,MP316,2020
-225008694.0,AUDA,MP316,2020
321305182.0,ADJB,MP316,2021
240544473.0,AUDA,MP316,2021
304281052.0,ADJB,MP316,2022
276504971.0,AUDA,MP316,2022
284625265.0,ADJB,MP316,2023
149878280.0,AUDA,MP316,2023
319977227.0,ADJB,MP316,2024
337273164.0,AUDA,MP316,2024
164376439.0,ADJB,MP321,2020
216971978.0,AUDA,MP321,2020
147181433.0,ADJB,MP321,2021
189878371.0,AUDA,MP321,2021
257120238.0,ADJB,MP321,2022
262749954.0,AUDA,MP321,2022
266231618.0,ADJB,MP321,2023
263699545.0,AUDA,MP321,2023
355941379.0,ADJB,MP321,2024
391432335.0,AUDA,MP321,2024
420221902.0,ADJB,MP324,2020
384861557.0,AUDA,MP324,2020
470942786.0,ADJB,MP324,2021
384104144.0,AUDA,MP324,2021
526814738.0,ADJB,MP324,2022
478903417.0,AUDA,MP324,2022
682947813.0,ADJB,MP324,2023
591481132.0,AUDA,MP324,2023
582657415.0,ADJB,MP324,2024
549148265.0,AUDA,MP324,2024
862176669.0,ADJB,MP325,2020
4832439266.0,AUDA,MP325,2020
930905498.0,ADJB,MP325,2021
978686240.0,ADJB,MP325,2022
5830255067.0,AUDA,MP325,2022
1038834210.0,ADJB,MP325,2023
6636660009.0,AUDA,MP325,2023
1053416079.0,ADJB,MP325,2024
1310267937.0,AUDA,MP325,2024
1321820829.0,ADJB,MP326,2020
655330868.0,AUDA,MP326,2020
1243110353.0,ADJB,MP326,2021
939217627.0,AUDA,MP326,2021
1586855566.0,ADJB,MP326,2022
1281891598.0,AUDA,MP326,2022
1614344014.0,ADJB,MP326,2023
1185026827.0,AUDA,MP326,2023
1665900643.0,ADJB,MP326,2024
1257967806.0,AUDA,MP326,2024
7866264.0,ADJB,NC061,2020
47077608.0,AUDA,NC061,2020
30436014.0,ADJB,NC061,2021
17306488.0,AUDA,NC061,2021
36911061.0,ADJB,NC061,2022
14713969.0,AUDA,NC061,2022
33286238.0,ADJB,NC061,2023
15736577.0,AUDA,NC061,2023
34203983.0,ADJB,NC061,2024
35154964.0,AUDA,NC061,2024
80741112.0,ADJB,NC062,2020
18700980.0,AUDA,NC062,2020
96916067.0,ADJB,NC062,2021
67644662.0,AUDA,NC062,2021
87489313.0,ADJB,NC062,2022
23182347.0,AUDA,NC062,2022
183047389.0,ADJB,NC062,2023
51210315.0,AUDA,NC062,2023
132990501.0,ADJB,NC062,2024
61722930.0,AUDA,NC062,2024
29442488.0,ADJB,NC064,2020
34586743.0,AUDA,NC064,2020
36541814.0,ADJB,NC064,2021
38410575.0,AUDA,NC064,2021
30606493.0,ADJB,NC064,2022
36339320.0,AUDA,NC064,2022
31504932.0,ADJB,NC064,2023
25479590.0,AUDA,NC064,2023
46884385.0,ADJB,NC064,2024
12039032.0,AUDA,NC064,2024
111113222.0,ADJB,NC065,2020
115334708.0,AUDA,NC065,2020
130028589.0,ADJB,NC065,2021
22375763.0,AUDA,NC065,2021
49547132.0,ADJB,NC065,2022
40685057.0,AUDA,NC065,2022
124932705.0,ADJB,NC065,2023
87415127.0,AUDA,NC065,2023
189908042.0,ADJB,NC065,2024
155979745.0,AUDA,NC065,2024
19122707.0,ADJB,NC066,2020
13140912.0,AUDA,NC066,2020
18191612.0,ADJB,NC066,2021
14156599.0,AUDA,NC066,2021
29145214.0,ADJB,NC066,2022
14242492.0,AUDA,NC066,2022
42816030.0,ADJB,NC066,2023
28824985.0,AUDA,NC066,2023
41881500.0,ADJB,NC066,2024
30846320.0,AUDA,NC066,2024
16315533.0,ADJB,NC067,2020
13578644.0,AUDA,NC067,2020
14684161.0,ADJB,NC067,2021
8588138.0,AUDA,NC067,2021
30401779.0,ADJB,NC067,2022
25567003.0,AUDA,NC067,2022
19050060.0,ADJB,NC067,2023
8488327.0,AUDA,NC067,2023
23157923.0,AUDA,NC067,2024
46778340.0,ADJB,NC071,2020
40723379.0,AUDA,NC071,2020
51840239.0,ADJB,NC071,2021
28812879.0,AUDA,NC071,2021
50972923.0,ADJB,NC071,2022
31486842.0,AUDA,NC071,2022
67579107.0,ADJB,NC071,2023
54689607.0,AUDA,NC071,2023
66309271.0,ADJB,NC071,2024
31562646.0,AUDA,NC071,2024
-10658851.0,ADJB,NC072,2020
-22114541.0,AUDA,NC072,2020
64289021.0,ADJB,NC072,2021
-11299280.0,AUDA,NC072,2021
62369250.0,ADJB,NC072,2022
22001883.0,AUDA,NC072,2022
68547421.0,ADJB,NC072,2023
6130375.0,AUDA,NC072,2023
56112950.0,ADJB,NC072,2024
43377898.0,AUDA,NC072,2024
37833771.0,ADJB,NC073,2020
129984298.0,AUDA,NC073,2020
29348793.0,ADJB,NC073,2021
297245004.0,AUDA,NC073,2021
41322492.0,ADJB,NC073,2022
64050998.0,AUDA,NC073,2022
97527531.0,ADJB,NC073,2023
66946346.0,ADJB,NC073,2024
93240064.0,AUDA,NC073,2024
24205065.0,ADJB,NC074,2020
25636434.0,AUDA,NC074,2020
66625953.0,ADJB,NC074,2021
-6065540.0,AUDA,NC074,2021
159301237.0,ADJB,NC074,2022
62959032.0,AUDA,NC074,2022
54965891.0,ADJB,NC074,2023
25199133.0,ADJB,NC075,2020
33215784.0,AUDA,NC075,2020
28636445.0,ADJB,NC075,2021
5486924.0,AUDA,NC075,2022
32715809.0,ADJB,NC075,2023
24378417.0,AUDA,NC075,2023
26185525.0,ADJB,NC075,2024
27223366.0,AUDA,NC075,2024
24794224.0,ADJB,NC076,2020
22734844.0,AUDA,NC076,2020
34206058.0,ADJB,NC076,2021
28398946.0,AUDA,NC076,2021
29582826.0,ADJB,NC076,2022
28495656.0,AUDA,NC076,2022
40067067.0,ADJB,NC076,2023
21097170.0,AUDA,NC076,2023
34016459.0,ADJB,NC076,2024
24876023.0,AUDA,NC076,2024
52777877.0,ADJB,NC077,2020
56105766.0,AUDA,NC077,2020
68779700.0,ADJB,NC077,2021
-101115493.0,AUDA,NC077,2021
65137778.0,ADJB,NC077,2022
61268712.0,AUDA,NC077,2022
35827709.0,ADJB,NC077,2023
43720565.0,AUDA,NC077,2023
50295698.0,ADJB,NC077,2024
50948895.0,AUDA,NC077,2024
54706544.0,ADJB,NC078,2020
12158932.0,AUDA,NC078,2020
76600116.0,ADJB,NC078,2021
9246894.0,AUDA,NC078,2021
54535283.0,ADJB,NC078,2022
23652985.0,AUDA,NC078,2022
40721842.0,ADJB,NC078,2023
12993696.0,AUDA,NC078,2023
63967278.0,ADJB,NC078,2024
177866555.0,AUDA,NC078,2024
20179794.0,ADJB,NC082,2020
53650119.0,AUDA,NC082,2020
31346378.0,ADJB,NC082,2021
14576425.0,AUDA,NC082,2021
36847381.0,ADJB,NC082,2022
29711054.0,AUDA,NC082,2022
39082150.0,ADJB,NC082,2023
29711054.0,AUDA,NC082,2024
25088697.0,ADJB,NC084,2020
12506530.0,AUDA,NC084,2020
30498953.0,ADJB,NC084,2021
23239164.0,AUDA,NC084,2021
25443844.0,ADJB,NC084,2022
13384072.0,AUDA,NC084,2022
27926287.0,ADJB,NC084,2023
19421394.0,AUDA,NC084,2023
20671972.0,ADJB,NC084,2024
13700467.0,AUDA,NC084,2024
32325790.0,ADJB,NC085,2020
136683192.0,AUDA,NC085,2020
158196499.0,ADJB,NC085,2021
69555434.0,AUDA,NC085,2021
159539613.0,ADJB,NC085,2022
171452145.0,AUDA,NC085,2022
172433081.0,ADJB,NC085,2023
172443106.0,AUDA,NC085,2023
148149478.0,ADJB,NC085,2024
183884809.0,AUDA,NC085,2024
46064923.0,ADJB,NC086,2020
17729603.0,AUDA,NC086,2020
39119622.0,ADJB,NC086,2021
146589239.0,AUDA,NC086,2021
151780953.0,ADJB,NC086,2022
141308880.0,AUDA,NC086,2022
107538031.0,ADJB,NC086,2023
171105172.0,AUDA,NC086,2023
117625535.0,ADJB,NC086,2024
268184070.0,AUDA,NC086,2024
274569687.0,ADJB,NC087,2020
225408252.0,ADJB,NC087,2021
184087840.0,AUDA,NC087,2021
266801391.0,AUDA,NC087,2022
259539710.0,ADJB,NC087,2023
221357327.0,AUDA,NC087,2023
209028716.0,ADJB,NC087,2024
180274965.0,AUDA,NC087,2024
514020593.0,ADJB,NC091,2020
423852682.0,AUDA,NC091,2020
492641524.0,ADJB,NC091,2021
426406149.0,AUDA,NC091,2021
523172510.0,ADJB,NC091,2022
470570710.0,AUDA,NC091,2022
588500766.0,ADJB,NC091,2023
510415134.0,AUDA,NC091,2023
667821820.0,ADJB,NC091,2024
582691657.0,AUDA,NC091,2024
52990193.0,ADJB,NC092,2020
115791739.0,AUDA,NC092,2020
55015520.0,ADJB,NC092,2021
65306612.0,AUDA,NC092,2021
87920211.0,ADJB,NC092,2022
44594723.0,AUDA,NC092,2022
77163339.0,ADJB,NC092,2023
44594723.0,AUDA,NC092,2023
80676838.0,ADJB,NC092,2024
135268461.0,AUDA,NC092,2024
42511464.0,ADJB,NC093,2020
42763909.0,AUDA,NC093,2020
76972464.0,ADJB,NC093,2021
87520774.0,AUDA,NC093,2021
81801651.0,ADJB,NC093,2022
58644177.0,AUDA,NC093,2022
75506950.0,ADJB,NC093,2023
53330189.0,AUDA,NC093,2023
100081554.0,ADJB,NC093,2024
71273852.0,AUDA,NC093,2024
81476412.0,ADJB,NC094,2020
78972765.0,AUDA,NC094,2020
220921307.0,ADJB,NC094,2021
173979510.0,ADJB,NC094,2022
151477865.0,AUDA,NC094,2022
216074060.0,ADJB,NC094,2023
179752870.0,AUDA,NC094,2023
216026575.0,ADJB,NC094,2024
125929445.0,ADJB,NC451,2020
213067378.0,AUDA,NC451,2020
282740787.0,ADJB,NC451,2021
84100812.0,AUDA,NC451,2021
293476377.0,ADJB,NC451,2022
465056784.0,AUDA,NC451,2022
264658494.0,ADJB,NC451,2023
252221759.0,AUDA,NC451,2023
242303615.0,ADJB,NC451,2024
334427997.0,AUDA,NC451,2024
266943179.0,ADJB,NC452,2020
164102796.0,AUDA,NC452,2020
254211168.0,ADJB,NC452,2021
241636358.0,AUDA,NC452,2021
277174641.0,ADJB,NC452,2022
255107884.0,AUDA,NC452,2022
251724230.0,ADJB,NC452,2023
276806419.0,AUDA,NC452,2023
301387779.0,ADJB,NC452,2024
288944600.0,AUDA,NC452,2024
142695132.0,ADJB,NC453,2020
125173990.0,AUDA,NC453,2020
88888036.0,ADJB,NC453,2021
119313998.0,AUDA,NC453,2021
115482327.0,ADJB,NC453,2022
201804216.0,AUDA,NC453,2022
139878809.0,ADJB,NC453,2023
163620414.0,ADJB,NC453,2024
155193495.0,AUDA,NC453,2024
28699750892.0,AUDA,NMA,2020
30175944737.0,AUDA,NMA,2021
3094575700.0,ADJB,NMA,2022
31481447488.0,AUDA,NMA,2022
3704041360.0,ADJB,NMA,2023
33473469958.0,AUDA,NMA,2023
3488618006.0,ADJB,NMA,2024
2955972051.0,AUDA,NMA,2024
459319244.0,ADJB,NW371,2020
458514930.0,AUDA,NW371,2020
387825385.0,ADJB,NW371,2021
142318308.0,AUDA,NW371,2021
283714924.0,ADJB,NW371,2022
306664268.0,AUDA,NW371,2022
309965328.0,ADJB,NW371,2023
329375243.0,AUDA,NW371,2023
328273101.0,ADJB,NW371,2024
308461232.0,AUDA,NW371,2024
903223579.0,ADJB,NW372,2020
574268961.0,AUDA,NW372,2020
999284075.0,ADJB,NW372,2021
763266359.0,AUDA,NW372,2021
989321181.0,ADJB,NW372,2022
682118858.0,AUDA,NW372,2022
958317973.0,ADJB,NW372,2023
788898599.0,AUDA,NW372,2023
785954119.0,ADJB,NW372,2024
833206954.0,AUDA,NW372,2024
1144688394.0,ADJB,NW373,2020
15014434421.0,AUDA,NW373,2020
1191029857.0,ADJB,NW373,2021
15196761738.0,AUDA,NW373,2021
1198661841.0,ADJB,NW373,2022
15518925718.0,AUDA,NW373,2022
1279266524.0,ADJB,NW373,2023
15677055985.0,AUDA,NW373,2023
1332177233.0,ADJB,NW373,2024
761105472.0,AUDA,NW373,2024
971055620.0,ADJB,NW374,2020
60558929.0,ADJB,NW374,2021
151072407.0,AUDA,NW374,2021
242433411.0,ADJB,NW374,2022
114916250.0,ADJB,NW374,2023
116064816.0,AUDA,NW374,2023
102072323.0,ADJB,NW374,2024
180986813.0,AUDA,NW374,2024
407794545.0,ADJB,NW375,2020
216502338.0,AUDA,NW375,2020
444183171.0,ADJB,NW375,2021
240109292.0,AUDA,NW375,2021
422314602.0,ADJB,NW375,2022
189413882.0,AUDA,NW375,2022
432521840.0,ADJB,NW375,2023
191977672.0,AUDA,NW375,2023
452817399.0,ADJB,NW375,2024
200774840.0,AUDA,NW375,2024
39014706.0,ADJB,NW381,2020
33602314.0,AUDA,NW381,2020
66779800.0,ADJB,NW381,2021
24093057.0,AUDA,NW381,2021
69393794.0,ADJB,NW381,2022
24093057.0,AUDA,NW381,2022
348208.0,ADJB,NW381,2023
93628548.0,ADJB,NW381,2024
7122082.0,AUDA,NW381,2024
92687462.0,AUDA,NW382,2020
75305535.0,ADJB,NW382,2021
101136370.0,AUDA,NW382,2021
73144304.0,ADJB,NW382,2022
-132875656.0,AUDA,NW382,2022
78661266.0,ADJB,NW382,2023
46892921.0,AUDA,NW382,2023
59525260.0,ADJB,NW382,2024
47721604.0,AUDA,NW382,2024
290512491.0,ADJB,NW383,2020
1037306980.0,AUDA,NW383,2020
229250387.0,ADJB,NW383,2021
238723580.0,AUDA,NW383,2021
262456558.0,ADJB,NW383,2022
258209426.0,AUDA,NW383,2022
246315687.0,ADJB,NW383,2023
215515962.0,AUDA,NW383,2023
260934560.0,ADJB,NW383,2024
127803197.0,AUDA,NW383,2024
112779098.0,ADJB,NW384,2020
107189834.0,ADJB,NW384,2021
83278919.0,AUDA,NW384,2021
82486734.0,ADJB,NW384,2022
95556709.0,AUDA,NW384,2023
168557283.0,AUDA,NW384,2024
87869439.0,ADJB,NW385,2020
78842284.0,AUDA,NW385,2020
79115183.0,ADJB,NW385,2021
47578475.0,AUDA,NW385,2021
106073118.0,ADJB,NW385,2022
26247320.0,AUDA,NW385,2022
130684009.0,ADJB,NW385,2023
97420320.0,ADJB,NW385,2024
82046580.0,ADJB,NW392,2020
34569501.0,AUDA,NW392,2020
75935013.0,ADJB,NW392,2021
36293916.0,AUDA,NW392,2021
108029379.0,ADJB,NW392,2022
95484961.0,AUDA,NW392,2022
114274384.0,ADJB,NW392,2023
102403767.0,AUDA,NW392,2023
131677582.0,ADJB,NW392,2024
75297820.0,AUDA,NW392,2024
47066880.0,ADJB,NW393,2020
41474146.0,AUDA,NW393,2020
74370426.0,ADJB,NW393,2021
75200419.0,AUDA,NW393,2021
61680183.0,ADJB,NW393,2022
58092594.0,AUDA,NW393,2022
70338843.0,ADJB,NW393,2023
66285942.0,ADJB,NW393,2024
78714709.0,AUDA,NW393,2024
141169699.0,AUDA,NW394,2020
174478974.0,ADJB,NW394,2021
141295949.0,AUDA,NW394,2021
158215857.0,ADJB,NW394,2022
188813708.0,AUDA,NW394,2022
137572501.0,ADJB,NW394,2023
131567709.0,AUDA,NW394,2023
118855112.0,ADJB,NW394,2024
47403350.0,ADJB,NW396,2020
57635876.0,AUDA,NW396,2020
45372621.0,ADJB,NW396,2021
73894224.0,AUDA,NW396,2021
53705340.0,ADJB,NW396,2022
94848203.0,AUDA,NW396,2022
50269967.0,ADJB,NW396,2023
131206417.0,AUDA,NW396,2023
82146266.0,ADJB,NW396,2024
176811711.0,AUDA,NW396,2024
91834227.0,ADJB,NW397,2020
76797820.0,AUDA,NW397,2020
79732770.0,ADJB,NW397,2021
13528843.0,AUDA,NW397,2021
74827029.0,ADJB,NW397,2022
17174436.0,AUDA,NW397,2022
78606220.0,ADJB,NW397,2023
73662098.0,AUDA,NW397,2023
74219075.0,ADJB,NW397,2024
35971307.0,AUDA,NW397,2024
730995211.0,ADJB,NW403,2020
628017477.0,AUDA,NW403,2020
814493372.0,ADJB,NW403,2021
708778978.0,AUDA,NW403,2021
812886723.0,ADJB,NW403,2022
631310949.0,AUDA,NW403,2022
928863919.0,ADJB,NW403,2023
600779868.0,AUDA,NW403,2023
943021393.0,ADJB,NW403,2024
670563057.0,AUDA,NW403,2024
97479390.0,ADJB,NW404,2020
125601190.0,AUDA,NW404,2020
132559195.0,ADJB,NW404,2021
155183510.0,AUDA,NW404,2021
144280976.0,ADJB,NW404,2022
73649612.0,AUDA,NW404,2022
151801249.0,ADJB,NW404,2023
290726863.0,AUDA,NW404,2023
181338267.0,ADJB,NW404,2024
88563357.0,AUDA,NW404,2024
709603215.0,ADJB,NW405,2020
269857513.0,AUDA,NW405,2020
510870156.0,ADJB,NW405,2021
443026624.0,AUDA,NW405,2021
540827359.0,ADJB,NW405,2022
70902935.0,AUDA,NW405,2022
663495701.0,ADJB,NW405,2023
-81637388.0,AUDA,NW405,2023
517142364.0,ADJB,NW405,2024
142214537.0,AUDA,NW405,2024
7398593034.0,ADJB,TSH,2020
3454236821.0,AUDA,TSH,2020
7695252376.0,ADJB,TSH,2021
7092021146.0,ADJB,TSH,2022
6638448074.0,ADJB,TSH,2023
16883240823.0,AUDA,TSH,2023
5977076262.0,ADJB,TSH,2024
3754837919.0,AUDA,TSH,2024
131160355.0,ADJB,WC011,2020
107113572.0,AUDA,WC011,2020
105037089.0,ADJB,WC011,2021
24392252.0,AUDA,WC011,2021
108585256.0,ADJB,WC011,2022
101770232.0,AUDA,WC011,2022
92812969.0,ADJB,WC011,2023
81837888.0,AUDA,WC011,2023
95887526.0,ADJB,WC011,2024
82840669.0,AUDA,WC011,2024
127456559.0,ADJB,WC012,2020
